Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,Year,Month,Quarter,Profit_Margin_%
Kohl's,1185732,2021-01-14,Northeast,New York,Albany,Women's Athletic Footwear,35.0,450.0,15750.0,5513.0,In-store,2021,1,1,35.0031746031746
Foot Locker,1185732,2021-06-18,Midwest,Illinois,Chicago,Men's Street Footwear,48.0,122.0,586.0,305.0,Online,2021,6,2,52.04778156996587
Foot Locker,1128299,2021-03-23,Southeast,Virginia,Richmond,Women's Apparel,49.0,78.0,382.0,161.0,Online,2021,3,1,42.14659685863874
Foot Locker,1185732,2021-08-02,Midwest,Illinois,Chicago,Women's Athletic Footwear,50.0,175.0,8750.0,3500.0,Outlet,2021,8,3,40.0
Foot Locker,1185732,2021-06-06,Midwest,Iowa,Des Moines,Women's Street Footwear,23.0,50.0,115.0,52.0,Online,2021,6,2,45.21739130434783
Foot Locker,1185732,2021-07-13,Northeast,Delaware,Wilmington,Women's Street Footwear,45.0,350.0,15750.0,6300.0,In-store,2021,7,3,40.0
Amazon,1185732,2021-03-10,Northeast,Vermont,Burlington,Women's Athletic Footwear,30.0,39.0,117.0,47.0,Outlet,2021,3,1,40.17094017094017
Foot Locker,1185732,2021-10-06,Midwest,Iowa,Des Moines,Men's Athletic Footwear,35.0,250.0,8750.0,3063.0,In-store,2021,10,4,35.005714285714284
Sports Direct,1185732,2021-09-10,Midwest,North Dakota,Fargo,Women's Apparel,45.0,225.0,10125.0,4050.0,In-store,2021,9,3,40.0
Kohl's,1189833,2021-03-10,West,California,San Francisco,Women's Athletic Footwear,45.0,550.0,24750.0,8663.0,Outlet,2021,3,1,35.0020202020202
Kohl's,1189833,2021-05-27,West,California,Los Angeles,Women's Street Footwear,50.0,700.0,35000.0,14000.0,Outlet,2021,5,2,40.0
West Gear,1185732,2021-03-02,Midwest,Wisconsin,Milwaukee,Men's Apparel,30.0,125.0,3750.0,1875.0,In-store,2021,3,1,50.0
Foot Locker,1185732,2021-06-18,South,Mississippi,Jackson,Women's Street Footwear,41.0,143.0,586.0,322.0,Online,2021,6,2,54.94880546075085
Amazon,1185732,2021-11-05,Northeast,Maine,Portland,Men's Street Footwear,55.0,495.0,27225.0,9529.0,Outlet,2021,11,4,35.000918273645546
West Gear,1185732,2021-08-17,Northeast,West Virginia,Charleston,Men's Athletic Footwear,45.0,300.0,13500.0,5400.0,In-store,2021,8,3,40.0
Sports Direct,1185732,2021-02-04,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,29.0,142.0,412.0,206.0,Online,2021,2,1,50.0
Sports Direct,1197831,2021-09-17,South,Texas,Dallas,Men's Athletic Footwear,34.0,264.0,898.0,377.0,Outlet,2021,9,3,41.98218262806236
Foot Locker,1185732,2021-08-06,Southeast,South Carolina,Charleston,Men's Apparel,51.0,225.0,1148.0,528.0,Online,2021,8,3,45.99303135888502
Amazon,1185732,2021-06-12,Northeast,Vermont,Burlington,Men's Apparel,58.0,81.0,470.0,235.0,Online,2021,6,2,50.0
Sports Direct,1185732,2021-08-14,Northeast,Massachusetts,Boston,Women's Apparel,60.0,325.0,19500.0,5850.0,In-store,2021,8,3,30.0
West Gear,1128299,2021-09-25,West,Oregon,Portland,Women's Apparel,45.0,250.0,11250.0,3375.0,In-store,2021,9,3,30.0
Foot Locker,1185732,2021-10-08,Northeast,Rhode Island,Providence,Men's Athletic Footwear,50.0,200.0,10000.0,3500.0,In-store,2021,10,4,35.0
Foot Locker,1185732,2021-05-06,Northeast,Rhode Island,Providence,Men's Street Footwear,39.0,150.0,585.0,240.0,Outlet,2021,5,2,41.02564102564102
West Gear,1185732,2021-09-08,Northeast,New York,Albany,Women's Street Footwear,45.0,550.0,24750.0,6188.0,In-store,2021,9,3,25.002020202020205
Kohl's,1185732,2021-04-07,Northeast,New Jersey,Newark,Women's Street Footwear,24.0,51.0,122.0,61.0,Online,2021,4,2,50.0
Amazon,1185732,2021-03-10,Northeast,Vermont,Burlington,Men's Apparel,51.0,47.0,240.0,117.0,Online,2021,3,1,48.75
West Gear,1128299,2021-04-17,South,Louisiana,New Orleans,Women's Apparel,39.0,123.0,480.0,177.0,Outlet,2021,4,2,36.875
West Gear,1128299,2021-01-24,West,Utah,Salt Lake City,Women's Apparel,40.0,400.0,16000.0,4800.0,In-store,2021,1,1,30.0
Foot Locker,1128299,2021-08-24,Southeast,Virginia,Richmond,Men's Street Footwear,67.0,272.0,1822.0,729.0,Outlet,2021,8,3,40.01097694840834
Kohl's,1189833,2021-03-15,West,California,Los Angeles,Women's Street Footwear,44.0,169.0,744.0,372.0,Online,2021,3,1,50.0
Kohl's,1189833,2021-05-20,West,California,Los Angeles,Men's Athletic Footwear,54.0,215.0,1161.0,441.0,Online,2021,5,2,37.98449612403101
Amazon,1185732,2021-06-22,Southeast,Kentucky,Louisville,Women's Athletic Footwear,30.0,200.0,6000.0,2400.0,Online,2021,6,2,40.0
Foot Locker,1185732,2021-04-14,Northeast,Delaware,Wilmington,Men's Athletic Footwear,40.0,225.0,9000.0,3150.0,In-store,2021,4,2,35.0
Walmart,1197831,2021-09-19,South,Arkansas,Little Rock,Men's Athletic Footwear,26.0,135.0,351.0,144.0,Outlet,2021,9,3,41.02564102564102
Foot Locker,1185732,2021-05-16,South,Mississippi,Jackson,Men's Street Footwear,40.0,745.0,29800.0,11920.0,Online,2021,5,2,40.0
West Gear,1185732,2021-07-10,West,Utah,Salt Lake City,Women's Street Footwear,25.0,475.0,11875.0,4156.0,In-store,2021,7,3,34.997894736842106
West Gear,1128299,2021-11-17,South,Louisiana,New Orleans,Women's Street Footwear,38.0,137.0,521.0,271.0,Online,2021,11,4,52.01535508637236
West Gear,1197831,2021-04-05,West,Idaho,Boise,Men's Athletic Footwear,30.0,650.0,19500.0,6825.0,Online,2021,4,2,35.0
Foot Locker,1128299,2021-08-23,West,Arizona,Phoenix,Men's Street Footwear,50.0,163.0,815.0,408.0,Online,2021,8,3,50.061349693251536
Sports Direct,1185732,2021-04-04,Northeast,Connecticut,Hartford,Women's Athletic Footwear,26.0,41.0,107.0,34.0,Outlet,2021,4,2,31.775700934579437
West Gear,1128299,2021-07-16,South,Louisiana,New Orleans,Women's Street Footwear,69.0,210.0,1449.0,681.0,Outlet,2021,7,3,46.99792960662526
Foot Locker,1185732,2021-02-08,Northeast,Connecticut,Hartford,Men's Street Footwear,24.0,162.0,389.0,156.0,Outlet,2021,2,1,40.102827763496144
Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Men's Apparel,44.0,33.0,145.0,58.0,Online,2021,1,1,40.0
Sports Direct,1185732,2021-12-06,Northeast,Rhode Island,Providence,Women's Apparel,51.0,111.0,566.0,243.0,Outlet,2021,12,4,42.93286219081272
West Gear,1128299,2021-01-24,West,Utah,Salt Lake City,Women's Street Footwear,40.0,350.0,14000.0,4900.0,In-store,2021,1,1,35.0
Amazon,1185732,2021-07-20,West,Alaska,Anchorage,Women's Street Footwear,55.0,350.0,19250.0,4813.0,Outlet,2021,7,3,25.002597402597402
Foot Locker,1185732,2021-03-13,Northeast,Delaware,Wilmington,Women's Street Footwear,29.0,69.0,200.0,108.0,Online,2021,3,1,54.0
Foot Locker,1185732,2021-11-18,Northeast,New Hampshire,Manchester,Men's Street Footwear,59.0,149.0,879.0,378.0,Outlet,2021,11,4,43.003412969283275
Kohl's,1185732,2021-09-06,Northeast,New Jersey,Newark,Women's Athletic Footwear,37.0,38.0,141.0,75.0,Online,2021,9,3,53.191489361702125
West Gear,1185732,2021-08-10,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,38.0,60.0,228.0,107.0,Online,2021,8,3,46.92982456140351
Kohl's,1128299,2021-11-26,West,New Mexico,Albuquerque,Men's Apparel,54.0,131.0,707.0,262.0,Outlet,2021,11,4,37.05799151343705
Walmart,1128299,2021-11-10,West,Hawaii,Honolulu,Men's Athletic Footwear,60.0,600.0,36000.0,7200.0,Outlet,2021,11,4,20.0
West Gear,1185732,2021-05-04,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,33.0,49.0,162.0,73.0,Online,2021,5,2,45.06172839506173
Kohl's,1189833,2021-04-22,West,California,Los Angeles,Women's Athletic Footwear,32.0,194.0,621.0,230.0,Outlet,2021,4,2,37.03703703703704
Foot Locker,1128299,2021-12-12,Southeast,Georgia,Atlanta,Women's Street Footwear,53.0,138.0,731.0,366.0,Online,2021,12,4,50.06839945280438
Walmart,1197831,2021-07-19,South,Arkansas,Little Rock,Women's Apparel,65.0,600.0,39000.0,15600.0,Online,2021,7,3,40.0
Amazon,1185732,2021-04-21,West,Alaska,Anchorage,Men's Athletic Footwear,50.0,61.0,305.0,153.0,Online,2021,4,2,50.1639344262295
Foot Locker,1128299,2021-03-23,Southeast,Virginia,Richmond,Men's Street Footwear,40.0,475.0,19000.0,6650.0,In-store,2021,3,1,35.0
Foot Locker,1185732,2021-11-18,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,42.0,34.0,143.0,57.0,Outlet,2021,11,4,39.86013986013986
Foot Locker,1185732,2021-07-06,Northeast,Rhode Island,Providence,Women's Street Footwear,37.0,65.0,241.0,125.0,Online,2021,7,3,51.867219917012456
Foot Locker,1185732,2021-11-18,Northeast,New Hampshire,Manchester,Men's Apparel,59.0,96.0,566.0,193.0,Outlet,2021,11,4,34.09893992932862
Sports Direct,1197831,2021-10-06,South,Texas,Dallas,Women's Street Footwear,45.0,575.0,25875.0,10350.0,Outlet,2021,10,4,40.0
West Gear,1185732,2021-12-05,Midwest,Iowa,Des Moines,Men's Apparel,59.0,59.0,348.0,212.0,Online,2021,12,4,60.91954022988506
West Gear,1128299,2021-02-10,West,California,San Francisco,Women's Apparel,70.0,775.0,54250.0,5425.0,Outlet,2021,2,1,10.0
Foot Locker,1185732,2021-06-18,Midwest,Missouri,St. Louis,Women's Athletic Footwear,23.0,91.0,209.0,105.0,Online,2021,6,2,50.23923444976076
West Gear,1185732,2021-10-11,West,Utah,Salt Lake City,Women's Apparel,32.0,104.0,333.0,206.0,Online,2021,10,4,61.86186186186187
Foot Locker,1185732,2021-03-13,Northeast,Delaware,Wilmington,Women's Apparel,40.0,275.0,11000.0,4400.0,In-store,2021,3,1,40.0
Amazon,1185732,2021-11-11,Northeast,Vermont,Burlington,Women's Athletic Footwear,60.0,300.0,18000.0,6300.0,In-store,2021,11,4,35.0
Sports Direct,1185732,2021-06-17,Midwest,Michigan,Detroit,Women's Street Footwear,41.0,138.0,566.0,249.0,Online,2021,6,2,43.99293286219081
Sports Direct,1197831,2021-08-12,South,Alabama,Birmingham,Women's Apparel,35.0,450.0,15750.0,8663.0,Outlet,2021,8,3,55.0031746031746
Kohl's,1128299,2021-03-25,West,New Mexico,Albuquerque,Women's Apparel,55.0,375.0,20625.0,5156.0,Online,2021,3,1,24.99878787878788
Sports Direct,1197831,2021-04-11,South,Tennessee,Knoxville,Women's Street Footwear,26.0,202.0,525.0,231.0,Outlet,2021,4,2,44.0
Sports Direct,1197831,2021-09-02,South,Alabama,Birmingham,Women's Street Footwear,44.0,189.0,832.0,491.0,Online,2021,9,3,59.01442307692307
Sports Direct,1197831,2021-11-05,West,Idaho,Boise,Women's Athletic Footwear,43.0,158.0,679.0,353.0,Outlet,2021,11,4,51.98821796759942
Foot Locker,1128299,2021-04-23,West,Arizona,Phoenix,Women's Street Footwear,55.0,350.0,19250.0,6738.0,Online,2021,4,2,35.0025974025974
Sports Direct,1197831,2021-08-13,South,Alabama,Birmingham,Men's Street Footwear,23.0,194.0,446.0,219.0,Outlet,2021,8,3,49.10313901345291
West Gear,1185732,2021-01-12,Southeast,Florida,Orlando,Women's Athletic Footwear,30.0,170.0,510.0,189.0,Outlet,2021,1,1,37.05882352941177
Sports Direct,1197831,2021-04-27,South,Tennessee,Knoxville,Men's Street Footwear,50.0,675.0,33750.0,15188.0,Outlet,2021,4,2,45.001481481481484
Foot Locker,1185732,2021-07-23,Midwest,Illinois,Chicago,Women's Apparel,53.0,73.0,387.0,248.0,Online,2021,7,3,64.08268733850129
Amazon,1185732,2021-06-22,West,Alaska,Anchorage,Women's Apparel,70.0,450.0,31500.0,9450.0,Outlet,2021,6,2,30.0
Foot Locker,1128299,2021-04-23,West,Arizona,Phoenix,Men's Athletic Footwear,53.0,90.0,477.0,239.0,Online,2021,4,2,50.10482180293501
Foot Locker,1185732,2021-08-07,Midwest,Illinois,Chicago,Women's Street Footwear,46.0,75.0,345.0,169.0,Online,2021,8,3,48.98550724637681
Amazon,1185732,2021-02-22,Southeast,Kentucky,Louisville,Men's Apparel,50.0,200.0,10000.0,3500.0,Online,2021,2,1,35.0
Kohl's,1185732,2021-12-08,Northeast,New York,Albany,Women's Athletic Footwear,54.0,155.0,837.0,343.0,Online,2021,12,4,40.97968936678614
West Gear,1185732,2021-11-11,Northeast,Vermont,Burlington,Women's Street Footwear,60.0,320.0,19200.0,6720.0,In-store,2021,11,4,35.0
Foot Locker,1185732,2021-06-22,Midwest,Illinois,Chicago,Men's Apparel,54.0,28.0,151.0,71.0,Online,2021,6,2,47.019867549668874
Amazon,1185732,2021-01-13,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,30.0,425.0,12750.0,5100.0,Online,2021,1,1,40.0
Amazon,1185732,2021-02-19,Northeast,New Hampshire,Manchester,Women's Apparel,36.0,124.0,446.0,179.0,Outlet,2021,2,1,40.134529147982065
West Gear,1128299,2021-10-24,West,Oregon,Portland,Women's Athletic Footwear,45.0,325.0,14625.0,5119.0,In-store,2021,10,4,35.001709401709405
Walmart,1197831,2021-06-21,South,Arkansas,Little Rock,Women's Street Footwear,38.0,104.0,395.0,213.0,Online,2021,6,2,53.92405063291139
Foot Locker,1185732,2021-11-21,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,64.0,135.0,864.0,562.0,Online,2021,11,4,65.04629629629629
Foot Locker,1185732,2021-07-06,Midwest,Nebraska,Omaha,Men's Apparel,37.0,27.0,100.0,48.0,Online,2021,7,3,48.0
Sports Direct,1197831,2021-09-18,South,Texas,Dallas,Women's Street Footwear,44.0,254.0,1118.0,615.0,Online,2021,9,3,55.008944543828264
Kohl's,1197831,2021-05-12,Midwest,Kansas,Wichita,Men's Athletic Footwear,39.0,77.0,300.0,144.0,Online,2021,5,2,48.0
Sports Direct,1197831,2021-04-06,South,Tennessee,Knoxville,Women's Athletic Footwear,20.0,179.0,358.0,193.0,Outlet,2021,4,2,53.910614525139664
Sports Direct,1185732,2021-06-05,Northeast,Connecticut,Hartford,Men's Street Footwear,50.0,175.0,875.0,481.0,Online,2021,6,2,54.97142857142857
Foot Locker,1185732,2021-12-21,Southeast,Kentucky,Louisville,Women's Athletic Footwear,49.0,68.0,333.0,177.0,Online,2021,12,4,53.153153153153156
Sports Direct,1185732,2021-04-09,Midwest,North Dakota,Fargo,Women's Street Footwear,19.0,41.0,78.0,33.0,Online,2021,4,2,42.30769230769231
West Gear,1185732,2021-06-10,Northeast,New York,Albany,Women's Street Footwear,50.0,600.0,30000.0,7500.0,In-store,2021,6,2,25.0
Kohl's,1189833,2021-04-06,West,California,Los Angeles,Women's Apparel,45.0,625.0,28125.0,5625.0,Outlet,2021,4,2,20.0
Kohl's,1185732,2021-02-12,Northeast,New York,Albany,Men's Athletic Footwear,40.0,500.0,20000.0,6000.0,In-store,2021,2,1,30.0
Sports Direct,1128299,2021-03-12,Southeast,Georgia,Atlanta,Women's Apparel,48.0,95.0,456.0,164.0,Online,2021,3,1,35.96491228070175
Foot Locker,1185732,2021-09-05,Southeast,South Carolina,Charleston,Men's Athletic Footwear,50.0,825.0,41250.0,14438.0,Online,2021,9,3,35.00121212121212
West Gear,1197831,2021-07-06,West,Idaho,Boise,Women's Street Footwear,46.0,241.0,1109.0,610.0,Online,2021,7,3,55.00450856627592
Sports Direct,1197831,2021-10-01,South,Texas,Dallas,Women's Athletic Footwear,56.0,126.0,706.0,459.0,Online,2021,10,4,65.01416430594901
West Gear,1128299,2021-11-24,West,Oregon,Portland,Women's Apparel,76.0,149.0,1132.0,476.0,Online,2021,11,4,42.04946996466431
Walmart,1128299,2021-07-16,Southeast,Florida,Orlando,Men's Apparel,89.0,195.0,1736.0,555.0,Online,2021,7,3,31.97004608294931
Amazon,1185732,2021-01-13,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,29.0,123.0,357.0,185.0,Online,2021,1,1,51.820728291316534
West Gear,1185732,2021-08-11,West,Utah,Salt Lake City,Women's Athletic Footwear,20.0,375.0,7500.0,3000.0,In-store,2021,8,3,40.0
Kohl's,1185732,2021-07-10,West,Wyoming,Cheyenne,Men's Apparel,50.0,525.0,26250.0,7875.0,In-store,2021,7,3,30.0
Foot Locker,1185732,2021-10-08,Northeast,Rhode Island,Providence,Women's Athletic Footwear,47.0,23.0,108.0,54.0,Online,2021,10,4,50.0
Kohl's,1197831,2021-03-12,Midwest,Kansas,Wichita,Men's Athletic Footwear,20.0,225.0,4500.0,1575.0,Online,2021,3,1,35.0
Kohl's,1189833,2021-02-18,West,California,San Francisco,Men's Athletic Footwear,41.0,196.0,804.0,289.0,Online,2021,2,1,35.9452736318408
Kohl's,1189833,2021-03-14,West,California,Los Angeles,Men's Athletic Footwear,43.0,195.0,839.0,335.0,Online,2021,3,1,39.9284862932062
Kohl's,1128299,2021-02-26,West,New Mexico,Albuquerque,Women's Apparel,41.0,104.0,426.0,162.0,Online,2021,2,1,38.028169014084504
Sports Direct,1197831,2021-05-02,South,Tennessee,Knoxville,Women's Apparel,42.0,163.0,685.0,507.0,Online,2021,5,2,74.01459854014598
Foot Locker,1185732,2021-11-18,Midwest,Missouri,St. Louis,Women's Athletic Footwear,23.0,88.0,202.0,105.0,Online,2021,11,4,51.98019801980198
Kohl's,1128299,2021-06-26,West,New Mexico,Albuquerque,Men's Street Footwear,37.0,224.0,829.0,323.0,Outlet,2021,6,2,38.96260554885404
Kohl's,1189833,2021-03-23,West,California,Los Angeles,Men's Apparel,36.0,128.0,461.0,272.0,Outlet,2021,3,1,59.00216919739696
Walmart,1128299,2021-04-17,Southeast,Florida,Orlando,Women's Athletic Footwear,55.0,300.0,16500.0,4950.0,Outlet,2021,4,2,30.0
Sports Direct,1128299,2021-01-17,West,Hawaii,Honolulu,Women's Apparel,49.0,124.0,608.0,358.0,Online,2021,1,1,58.88157894736842
West Gear,1197831,2021-01-23,South,Arkansas,Little Rock,Men's Athletic Footwear,25.0,109.0,273.0,123.0,Online,2021,1,1,45.05494505494506
Amazon,1185732,2021-07-17,Northeast,New Hampshire,Manchester,Women's Apparel,70.0,525.0,36750.0,12863.0,Outlet,2021,7,3,35.00136054421768
Sports Direct,1185732,2021-08-14,Northeast,Massachusetts,Boston,Men's Street Footwear,50.0,161.0,805.0,354.0,Online,2021,8,3,43.975155279503106
Foot Locker,1185732,2021-01-20,Southeast,Kentucky,Louisville,Women's Athletic Footwear,25.0,375.0,9375.0,3750.0,Online,2021,1,1,40.0
Sports Direct,1185732,2021-03-02,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,25.0,124.0,310.0,167.0,Online,2021,3,1,53.87096774193548
Amazon,1185732,2021-08-10,Midwest,Ohio,Columbus,Women's Apparel,60.0,675.0,40500.0,20250.0,Online,2021,8,3,50.0
Walmart,1185732,2021-08-17,South,Mississippi,Jackson,Men's Street Footwear,41.0,256.0,1050.0,472.0,Outlet,2021,8,3,44.952380952380956
West Gear,1185732,2021-01-17,Midwest,Indiana,Indianapolis,Women's Apparel,35.0,300.0,10500.0,4200.0,In-store,2021,1,1,40.0
West Gear,1128299,2021-01-04,West,California,San Francisco,Men's Apparel,49.0,182.0,892.0,508.0,Outlet,2021,1,1,56.95067264573991
Kohl's,1197831,2021-11-20,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,15.0,300.0,4500.0,1575.0,Online,2021,11,4,35.0
Kohl's,1197831,2021-01-16,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,23.0,91.0,209.0,103.0,Online,2021,1,1,49.282296650717704
West Gear,1185732,2021-12-05,Midwest,Iowa,Des Moines,Women's Street Footwear,50.0,275.0,13750.0,4125.0,In-store,2021,12,4,30.0
West Gear,1185732,2021-06-10,Northeast,New York,Albany,Women's Athletic Footwear,50.0,575.0,28750.0,8625.0,In-store,2021,6,2,30.0
Sports Direct,1185732,2021-09-03,Northeast,Connecticut,Hartford,Women's Athletic Footwear,45.0,175.0,7875.0,2363.0,In-store,2021,9,3,30.00634920634921
West Gear,1185732,2021-12-09,Midwest,Ohio,Columbus,Women's Street Footwear,65.0,575.0,37375.0,14950.0,Online,2021,12,4,40.0
Foot Locker,1185732,2021-11-05,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,40.0,175.0,7000.0,2800.0,Outlet,2021,11,4,40.0
Sports Direct,1197831,2021-09-24,South,Alabama,Birmingham,Men's Street Footwear,20.0,184.0,368.0,191.0,Outlet,2021,9,3,51.902173913043484
Foot Locker,1185732,2021-05-19,Midwest,Missouri,St. Louis,Women's Athletic Footwear,29.0,65.0,189.0,104.0,Online,2021,5,2,55.026455026455025
Sports Direct,1128299,2021-03-16,Southeast,Florida,Orlando,Women's Apparel,48.0,131.0,629.0,296.0,Outlet,2021,3,1,47.05882352941176
West Gear,1185732,2021-01-17,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,30.0,150.0,4500.0,1800.0,In-store,2021,1,1,40.0
Foot Locker,1185732,2021-06-06,Midwest,Iowa,Des Moines,Women's Athletic Footwear,24.0,44.0,106.0,46.0,Online,2021,6,2,43.39622641509434
Foot Locker,1185732,2021-06-08,Northeast,Rhode Island,Providence,Women's Street Footwear,32.0,74.0,237.0,99.0,Outlet,2021,6,2,41.77215189873418
West Gear,1128299,2021-07-23,West,Oregon,Portland,Women's Street Footwear,86.0,163.0,1402.0,659.0,Online,2021,7,3,47.00427960057061
West Gear,1128299,2021-02-24,West,Oregon,Portland,Men's Apparel,32.0,43.0,138.0,61.0,Outlet,2021,2,1,44.20289855072464
Foot Locker,1185732,2021-07-29,Midwest,Nebraska,Omaha,Women's Athletic Footwear,38.0,38.0,144.0,79.0,Online,2021,7,3,54.861111111111114
Foot Locker,1185732,2021-11-04,Northeast,Connecticut,Hartford,Women's Apparel,67.0,95.0,637.0,299.0,Online,2021,11,4,46.93877551020408
Walmart,1185732,2021-08-17,South,Mississippi,Jackson,Women's Apparel,53.0,169.0,896.0,582.0,Online,2021,8,3,64.95535714285714
West Gear,1128299,2021-10-17,South,Louisiana,New Orleans,Women's Athletic Footwear,40.0,375.0,15000.0,6000.0,Online,2021,10,4,40.0
Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Men's Athletic Footwear,34.0,63.0,214.0,96.0,Online,2021,1,1,44.85981308411215
West Gear,1128299,2021-07-16,South,Louisiana,New Orleans,Women's Apparel,81.0,208.0,1685.0,691.0,Outlet,2021,7,3,41.00890207715134
Kohl's,1189833,2021-02-18,West,California,San Francisco,Men's Athletic Footwear,35.0,224.0,784.0,235.0,Outlet,2021,2,1,29.97448979591837
Foot Locker,1185732,2021-07-17,Midwest,Missouri,St. Louis,Men's Athletic Footwear,35.0,500.0,17500.0,6125.0,In-store,2021,7,3,35.0
Sports Direct,1185732,2021-11-03,Southeast,North Carolina,Charlotte,Women's Street Footwear,40.0,595.0,23800.0,9520.0,Online,2021,11,4,40.0
Foot Locker,1185732,2021-10-07,Southeast,South Carolina,Charleston,Men's Street Footwear,50.0,244.0,1220.0,732.0,Online,2021,10,4,60.0
Kohl's,1128299,2021-07-25,West,New Mexico,Albuquerque,Women's Street Footwear,60.0,550.0,33000.0,11550.0,Online,2021,7,3,35.0
Sports Direct,1197831,2021-03-28,South,Tennessee,Knoxville,Men's Street Footwear,13.0,203.0,264.0,119.0,Outlet,2021,3,1,45.07575757575758
Kohl's,1189833,2021-01-30,Midwest,Montana,Billings,Women's Athletic Footwear,38.0,106.0,403.0,213.0,Online,2021,1,1,52.853598014888334
