Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method
Foot Locker,1128299,2021-03-22,West,Arizona,Phoenix,Women's Athletic Footwear,$47.00 ,68,320,$147 ,Online
West Gear,1185732,2021-02-11,West,Utah,Salt Lake City,Men's Apparel,$32.00 ,101,323,$145 ,Online
West Gear,1197831,2021-07-19,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,$45.00 ,117,527,$263 ,Online
Foot Locker,1185732,2021-12-10,West,Wyoming,Cheyenne,Women's Athletic Footwear,$45.00 ,500,"22,500","$7,875 ",In-store
Kohl's,1128299,2021-09-27,West,New Mexico,Albuquerque,Men's Street Footwear,$49.00 ,163,799,$359 ,Online
Sports Direct,1197831,2021-09-29,South,Alabama,Birmingham,Women's Apparel,$40.00 ,475,"19,000","$12,350 ",Outlet
Foot Locker,1185732,2021-11-20,Northeast,Pennsylvania,Philadelphia,Women's Apparel,$70.00 ,250,"17,500","$5,250 ",Outlet
West Gear,1128299,2021-05-18,South,Louisiana,New Orleans,Men's Apparel,$32.00 ,77,246,$118 ,Outlet
Foot Locker,1185732,2021-07-30,Midwest,Nebraska,Omaha,Men's Apparel,$45.00 ,39,176,$84 ,Online
Foot Locker,1185732,2021-07-07,Midwest,Illinois,Chicago,Men's Athletic Footwear,$43.00 ,81,348,$157 ,Online
Foot Locker,1185732,2021-11-18,Midwest,Missouri,St. Louis,Women's Athletic Footwear,$25.00 ,325,"8,125","$3,250 ",In-store
Kohl's,1189833,2021-04-29,West,California,Los Angeles,Men's Apparel,$50.00 ,700,"35,000","$19,250 ",Outlet
West Gear,1185732,2021-11-06,Midwest,Iowa,Des Moines,Women's Athletic Footwear,$34.00 ,52,177,$72 ,Online
Foot Locker,1185732,2021-06-07,Southeast,South Carolina,Charleston,Women's Athletic Footwear,$50.00 ,750,"37,500","$11,250 ",Online
Foot Locker,1185732,2021-12-16,Northeast,West Virginia,Charleston,Men's Street Footwear,$65.00 ,650,"42,250","$16,900 ",In-store
West Gear,1128299,2021-02-17,South,Louisiana,New Orleans,Men's Apparel,$48.00 ,51,245,$147 ,Online
Kohl's,1185732,2021-01-14,Northeast,New York,Albany,Men's Street Footwear,$39.00 ,216,842,$531 ,Online
Amazon,1185732,2021-03-21,Southeast,Kentucky,Louisville,Women's Athletic Footwear,$36.00 ,27,97,$51 ,Online
Foot Locker,1185732,2021-10-17,Northeast,West Virginia,Charleston,Women's Apparel,$47.00 ,84,395,$197 ,Online
West Gear,1197831,2021-12-19,South,Arkansas,Little Rock,Men's Athletic Footwear,$54.00 ,140,756,$355 ,Online
Foot Locker,1185732,2021-04-06,Midwest,Iowa,Des Moines,Women's Street Footwear,$10.00 ,53,53,$23 ,Online
Foot Locker,1185732,2021-01-24,Northeast,New Hampshire,Manchester,Women's Apparel,$54.00 ,78,421,$190 ,Online
Foot Locker,1185732,2021-12-16,Northeast,West Virginia,Charleston,Women's Apparel,$70.00 ,450,"31,500","$12,600 ",In-store
West Gear,1185732,2021-09-08,Northeast,New York,Albany,Men's Street Footwear,$50.00 ,238,"1,190",$702 ,Online
Foot Locker,1185732,2021-12-17,Northeast,New Hampshire,Manchester,Men's Street Footwear,$75.00 ,625,"46,875","$18,750 ",Outlet
Kohl's,1197831,2021-06-14,Midwest,Kansas,Wichita,Men's Apparel,$55.00 ,275,"15,125","$5,294 ",Online
Walmart,1128299,2021-10-10,West,Hawaii,Honolulu,Men's Athletic Footwear,$65.00 ,475,"30,875","$6,175 ",Outlet
Sports Direct,1197831,2021-03-13,Midwest,Montana,Billings,Women's Athletic Footwear,$35.00 ,500,"17,500","$7,875 ",Outlet
Foot Locker,1128299,2021-06-23,West,Arizona,Phoenix,Men's Apparel,$51.00 ,68,347,$146 ,Online
Sports Direct,1197831,2021-08-31,South,Texas,Dallas,Women's Street Footwear,$20.00 ,179,358,$140 ,Outlet
West Gear,1185732,2021-01-12,Southeast,Florida,Orlando,Women's Street Footwear,$35.00 ,650,"22,750","$5,688 ",In-store
West Gear,1185732,2021-11-03,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,$41.00 ,104,426,$183 ,Online
Kohl's,1189833,2021-04-16,West,California,Los Angeles,Women's Athletic Footwear,$41.00 ,154,631,$303 ,Online
Kohl's,1197831,2021-06-14,Midwest,Kansas,Wichita,Women's Athletic Footwear,$38.00 ,80,304,$137 ,Online
Amazon,1185732,2021-11-18,Northeast,Maine,Portland,Women's Apparel,$67.00 ,63,422,$228 ,Online
Walmart,1128299,2021-06-17,Southeast,Florida,Orlando,Men's Athletic Footwear,$64.00 ,203,"1,299",$455 ,Online
Foot Locker,1185732,2021-02-15,Northeast,Delaware,Wilmington,Men's Apparel,$45.00 ,65,293,$120 ,Online
Foot Locker,1185732,2021-12-14,Northeast,Pennsylvania,Philadelphia,Women's Apparel,$60.00 ,225,"13,500","$3,375 ",Outlet
Amazon,1185732,2021-10-19,Northeast,Maine,Portland,Women's Athletic Footwear,$50.00 ,26,130,$52 ,Online
West Gear,1128299,2021-08-17,South,Louisiana,New Orleans,Men's Apparel,$65.00 ,475,"30,875","$13,894 ",Online
Foot Locker,1185732,2021-12-22,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,$60.00 ,200,"12,000","$4,200 ",Outlet
Foot Locker,1185732,2021-11-04,Northeast,Connecticut,Hartford,Women's Street Footwear,$36.00 ,103,371,$137 ,Outlet
West Gear,1128299,2021-02-03,West,California,San Francisco,Men's Apparel,$50.00 ,221,"1,105",$519 ,Outlet
West Gear,1185732,2021-05-11,Midwest,Indiana,Indianapolis,Men's Apparel,$45.00 ,200,"9,000","$2,700 ",In-store
West Gear,1197831,2021-05-19,South,Oklahoma,Oklahoma City,Men's Apparel,$33.00 ,80,264,$108 ,Outlet
Foot Locker,1185732,2021-01-17,Northeast,Maryland,Baltimore,Men's Street Footwear,$36.00 ,137,493,$222 ,Online
Foot Locker,1185732,2021-01-24,Northeast,New Hampshire,Manchester,Women's Street Footwear,$45.00 ,300,"13,500","$3,375 ",Outlet
Sports Direct,1128299,2021-12-23,Southeast,Virginia,Richmond,Men's Apparel,$80.00 ,475,"38,000","$15,200 ",In-store
West Gear,1185732,2021-11-09,Northeast,New York,Albany,Men's Athletic Footwear,$50.00 ,600,"30,000","$10,500 ",In-store
Walmart,1185732,2021-09-16,South,Mississippi,Jackson,Women's Street Footwear,$15.00 ,145,218,$102 ,Outlet
Sports Direct,1197831,2021-04-02,South,Tennessee,Knoxville,Women's Apparel,$18.00 ,196,353,$215 ,Outlet
Amazon,1185732,2021-12-13,Northeast,Massachusetts,Boston,Women's Apparel,$51.00 ,128,653,$215 ,Outlet
West Gear,1185732,2021-01-10,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,$25.00 ,300,"7,500","$2,625 ",In-store
Foot Locker,1185732,2021-12-10,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,$40.00 ,91,364,$124 ,Outlet
Walmart,1185732,2021-09-16,South,Mississippi,Jackson,Men's Street Footwear,$50.00 ,725,"36,250","$14,500 ",Online
Sports Direct,1185732,2021-02-05,Northeast,Connecticut,Hartford,Women's Apparel,$39.00 ,84,328,$147 ,Online
Sports Direct,1185732,2021-08-21,Northeast,Maryland,Baltimore,Women's Street Footwear,$39.00 ,60,234,$117 ,Online
Foot Locker,1185732,2021-03-06,Northeast,Rhode Island,Providence,Women's Athletic Footwear,$30.00 ,25,750,$300 ,In-store
Sports Direct,1197831,2021-08-08,South,Alabama,Birmingham,Men's Athletic Footwear,$35.00 ,600,"21,000","$8,400 ",Outlet
Foot Locker,1185732,2021-06-18,Midwest,Missouri,St. Louis,Women's Apparel,$45.00 ,525,"23,625","$11,813 ",In-store
Kohl's,1189833,2021-02-27,Midwest,Montana,Billings,Men's Athletic Footwear,$42.00 ,173,727,$298 ,Online
Amazon,1185732,2021-09-09,Midwest,Ohio,Columbus,Women's Apparel,$40.00 ,550,"22,000","$11,000 ",Online
Foot Locker,1185732,2021-06-16,Midwest,Nebraska,Omaha,Women's Street Footwear,$32.00 ,30,96,$46 ,Online
Amazon,1185732,2021-03-20,West,Alaska,Anchorage,Men's Apparel,$65.00 ,175,"11,375","$2,844 ",Outlet
Kohl's,1185732,2021-04-07,Northeast,New Jersey,Newark,Men's Street Footwear,$34.00 ,133,452,$226 ,Online
Sports Direct,1185732,2021-10-08,Northeast,New Jersey,Newark,Women's Apparel,$65.00 ,250,"16,250","$6,500 ",In-store
West Gear,1185732,2021-06-22,Northeast,Maryland,Baltimore,Men's Athletic Footwear,$45.00 ,250,"11,250","$3,938 ",In-store
Sports Direct,1197831,2021-10-16,South,Texas,Dallas,Men's Street Footwear,$60.00 ,825,"49,500","$19,800 ",Outlet
West Gear,1197831,2021-12-19,South,Arkansas,Little Rock,Men's Apparel,$70.00 ,400,"28,000","$9,800 ",Online
West Gear,1185732,2021-11-06,Midwest,Iowa,Des Moines,Women's Apparel,$65.00 ,275,"17,875","$7,150 ",In-store
Kohl's,1128299,2021-06-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,$55.00 ,425,"23,375","$8,181 ",Online
Foot Locker,1185732,2021-01-09,Southeast,Georgia,Atlanta,Men's Apparel,$50.00 ,725,"36,250","$12,688 ",Online
West Gear,1185732,2021-12-05,Midwest,Iowa,Des Moines,Men's Street Footwear,$60.00 ,525,"31,500","$9,450 ",In-store
Sports Direct,1197831,2021-04-15,South,Tennessee,Knoxville,Men's Street Footwear,$40.00 ,825,"33,000","$14,850 ",Outlet
West Gear,1128299,2021-11-17,South,Louisiana,New Orleans,Men's Athletic Footwear,$42.00 ,210,882,$459 ,Online
West Gear,1128299,2021-05-25,West,Oregon,Portland,Men's Athletic Footwear,$36.00 ,109,392,$157 ,Outlet
Foot Locker,1185732,2021-06-08,Northeast,Rhode Island,Providence,Women's Street Footwear,$39.00 ,65,254,$139 ,Online
Foot Locker,1185732,2021-11-12,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,$45.00 ,75,"3,375","$1,181 ",Outlet
Sports Direct,1197831,2021-04-11,South,Tennessee,Knoxville,Women's Street Footwear,$36.00 ,169,608,$310 ,Online
Sports Direct,1185732,2021-10-05,Northeast,Connecticut,Hartford,Men's Athletic Footwear,$39.00 ,94,367,$161 ,Outlet
Sports Direct,1185732,2021-03-03,Northeast,Connecticut,Hartford,Women's Apparel,$29.00 ,85,247,$96 ,Outlet
Foot Locker,1197831,2021-12-04,West,Idaho,Boise,Men's Athletic Footwear,$51.00 ,209,"1,066",$576 ,Online
Foot Locker,1197831,2021-11-13,Midwest,Kansas,Wichita,Men's Street Footwear,$25.00 ,450,"11,250","$3,938 ",Online
Sports Direct,1185732,2021-05-13,Northeast,Massachusetts,Boston,Men's Athletic Footwear,$47.00 ,54,254,$109 ,Online
Foot Locker,1185732,2021-02-07,Southeast,South Carolina,Charleston,Women's Apparel,$35.00 ,800,"28,000","$14,000 ",Online
Kohl's,1197831,2021-10-21,South,Oklahoma,Oklahoma City,Women's Apparel,$22.00 ,101,222,$104 ,Outlet
West Gear,1185732,2021-01-12,Southeast,Florida,Orlando,Men's Street Footwear,$45.00 ,850,"38,250","$17,213 ",In-store
Amazon,1185732,2021-11-12,Northeast,Maine,Portland,Men's Athletic Footwear,$48.00 ,77,370,$181 ,Online
West Gear,1185732,2021-10-12,Northeast,Vermont,Burlington,Women's Apparel,$54.00 ,90,486,$224 ,Outlet
Sports Direct,1185732,2021-02-15,Northeast,Rhode Island,Providence,Women's Street Footwear,$29.00 ,60,174,$66 ,Online
Sports Direct,1185732,2021-10-05,Northeast,Connecticut,Hartford,Men's Street Footwear,$60.00 ,450,"27,000","$10,800 ",In-store
Kohl's,1197831,2021-07-12,Midwest,Kansas,Wichita,Women's Athletic Footwear,$43.00 ,75,323,$158 ,Online
West Gear,1197831,2021-03-19,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,$16.00 ,39,62,$29 ,Outlet
Sports Direct,1185732,2021-10-15,Northeast,Massachusetts,Boston,Women's Street Footwear,$55.00 ,125,"6,875","$1,719 ",In-store
Foot Locker,1128299,2021-08-23,West,Arizona,Phoenix,Women's Street Footwear,$54.00 ,113,610,$299 ,Online
West Gear,1185732,2021-11-09,Northeast,New York,Albany,Women's Apparel,$68.00 ,176,"1,197",$766 ,Online
West Gear,1197831,2021-08-20,South,Oklahoma,Oklahoma City,Men's Street Footwear,$41.00 ,230,943,$396 ,Outlet
Foot Locker,1185732,2021-06-22,Northeast,Maryland,Baltimore,Women's Athletic Footwear,$40.00 ,150,"6,000","$2,100 ",In-store
Sports Direct,1185732,2021-08-04,Northeast,Connecticut,Hartford,Women's Apparel,$60.00 ,375,"22,500","$7,875 ",In-store
West Gear,1185732,2021-08-09,Northeast,New York,Albany,Men's Apparel,$52.00 ,149,775,$372 ,Online
Amazon,1185732,2021-01-14,Northeast,Massachusetts,Boston,Men's Apparel,$37.00 ,70,259,$106 ,Outlet
Foot Locker,1128299,2021-12-12,Southeast,Georgia,Atlanta,Women's Apparel,$64.00 ,135,864,$302 ,Online
West Gear,1128299,2021-08-24,West,Oregon,Portland,Men's Apparel,$65.00 ,128,832,$441 ,Online
Foot Locker,1197831,2021-02-04,South,Louisiana,New Orleans,Men's Street Footwear,$18.00 ,200,360,$115 ,Outlet
Foot Locker,1128299,2021-06-10,West,Hawaii,Honolulu,Women's Street Footwear,$71.00 ,180,"1,278",$460 ,Online
Sports Direct,1128299,2021-05-14,Southeast,Georgia,Atlanta,Women's Athletic Footwear,$47.00 ,91,428,$231 ,Online
West Gear,1185732,2021-06-10,Midwest,Indiana,Indianapolis,Women's Street Footwear,$27.00 ,50,135,$61 ,Online
Foot Locker,1128299,2021-09-24,West,Arizona,Phoenix,Women's Street Footwear,$43.00 ,128,550,$248 ,Online
Amazon,1185732,2021-02-22,West,Alaska,Anchorage,Women's Athletic Footwear,$50.00 ,175,"8,750","$2,188 ",Outlet
Foot Locker,1185732,2021-02-08,Northeast,Rhode Island,Providence,Women's Athletic Footwear,$29.00 ,13,38,$20 ,Online
Amazon,1185732,2021-05-10,Northeast,Vermont,Burlington,Women's Athletic Footwear,$40.00 ,83,332,$133 ,Outlet
Foot Locker,1185732,2021-01-24,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,$55.00 ,300,"16,500","$5,775 ",Outlet
Kohl's,1197831,2021-10-14,Midwest,Kansas,Wichita,Women's Street Footwear,$19.00 ,60,114,$54 ,Online
Sports Direct,1185732,2021-11-07,Northeast,New Jersey,Newark,Men's Apparel,$55.00 ,59,325,$143 ,Online
Foot Locker,1185732,2021-09-07,Midwest,Iowa,Des Moines,Women's Street Footwear,$25.00 ,175,"4,375","$1,313 ",In-store
Foot Locker,1185732,2021-09-19,Midwest,Missouri,St. Louis,Women's Apparel,$28.00 ,95,266,$170 ,Online
Kohl's,1189833,2021-03-16,West,California,Los Angeles,Women's Athletic Footwear,$41.00 ,152,623,$305 ,Online
Foot Locker,1128299,2021-06-23,West,Arizona,Phoenix,Women's Athletic Footwear,$50.00 ,350,"17,500","$6,125 ",Online
Foot Locker,1185732,2021-10-08,Northeast,Rhode Island,Providence,Women's Athletic Footwear,$50.00 ,75,"3,750","$1,500 ",In-store
West Gear,1185732,2021-06-17,Northeast,West Virginia,Charleston,Women's Apparel,$65.00 ,425,"27,625","$11,050 ",In-store
Foot Locker,1185732,2021-08-06,Midwest,Illinois,Chicago,Men's Athletic Footwear,$46.00 ,75,345,$166 ,Online
Foot Locker,1185732,2021-07-05,Midwest,Nebraska,Omaha,Women's Athletic Footwear,$30.00 ,125,"3,750","$1,500 ",Outlet
Foot Locker,1128299,2021-06-24,Southeast,Virginia,Richmond,Women's Street Footwear,$58.00 ,208,"1,206",$446 ,Outlet
Foot Locker,1185732,2021-10-07,Southeast,South Carolina,Charleston,Women's Street Footwear,$41.00 ,176,722,$281 ,Online
West Gear,1185732,2021-01-03,Midwest,Iowa,Des Moines,Women's Apparel,$30.00 ,250,"7,500","$3,000 ",In-store
Sports Direct,1197831,2021-08-17,South,Alabama,Birmingham,Men's Apparel,$28.00 ,88,246,$113 ,Outlet
Foot Locker,1185732,2021-09-06,Northeast,Rhode Island,Providence,Men's Street Footwear,$39.00 ,128,499,$210 ,Outlet
Foot Locker,1128299,2021-06-24,Southeast,Virginia,Richmond,Women's Apparel,$82.00 ,231,"1,894",$701 ,Outlet
Sports Direct,1185732,2021-11-07,Northeast,Rhode Island,Providence,Women's Athletic Footwear,$50.00 ,200,"10,000","$4,000 ",In-store
Foot Locker,1128299,2021-07-23,Southeast,Virginia,Richmond,Men's Athletic Footwear,$60.00 ,224,"1,344",$511 ,Outlet
Kohl's,1197831,2021-05-12,Midwest,Kansas,Wichita,Men's Athletic Footwear,$40.00 ,275,"11,000","$3,850 ",Online
Foot Locker,1128299,2021-01-10,West,Alaska,Anchorage,Men's Apparel,$46.00 ,46,212,$63 ,Online
West Gear,1197831,2021-06-21,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,$40.00 ,300,"12,000","$4,800 ",Online
Foot Locker,1128299,2021-08-24,Southeast,Virginia,Richmond,Women's Street Footwear,$69.00 ,189,"1,304",$626 ,Online
Foot Locker,1185732,2021-05-07,Midwest,Iowa,Des Moines,Men's Street Footwear,$57.00 ,146,832,$350 ,Online
Walmart,1197831,2021-04-20,South,Arkansas,Little Rock,Men's Apparel,$31.00 ,75,233,$86 ,Outlet
Foot Locker,1185732,2021-01-12,Midwest,Kansas,Wichita,Women's Apparel,$37.00 ,72,266,$147 ,Online
Kohl's,1189833,2021-05-19,West,California,Los Angeles,Men's Street Footwear,$40.00 ,272,"1,088",$500 ,Outlet
Kohl's,1189833,2021-03-09,Midwest,Montana,Billings,Women's Apparel,$60.00 ,500,"30,000","$7,500 ",Outlet
Sports Direct,1197831,2021-04-08,South,Tennessee,Knoxville,Women's Apparel,$31.00 ,271,840,$496 ,Outlet
West Gear,1185732,2021-01-17,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,$32.00 ,75,240,$132 ,Online
Foot Locker,1128299,2021-06-23,West,Arizona,Phoenix,Women's Athletic Footwear,$38.00 ,105,399,$160 ,Outlet
Sports Direct,1197831,2021-10-03,South,Alabama,Birmingham,Women's Athletic Footwear,$36.00 ,135,486,$326 ,Outlet
Sports Direct,1185732,2021-12-11,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,$50.00 ,200,"10,000","$3,000 ",Online
Kohl's,1185732,2021-09-06,Northeast,New Jersey,Newark,Men's Apparel,$47.00 ,41,193,$79 ,Online
Walmart,1128299,2021-10-17,Southeast,Florida,Orlando,Women's Street Footwear,$55.00 ,112,616,$253 ,Online
Sports Direct,1197831,2021-04-07,South,Tennessee,Knoxville,Men's Apparel,$45.00 ,425,"19,125","$6,694 ",Outlet
Sports Direct,1128299,2021-03-16,Southeast,Florida,Orlando,Men's Apparel,$44.00 ,60,264,$69 ,Outlet
Sports Direct,1128299,2021-07-12,Southeast,Georgia,Atlanta,Men's Athletic Footwear,$51.00 ,173,882,$450 ,Online
West Gear,1128299,2021-07-16,South,Louisiana,New Orleans,Men's Street Footwear,$86.00 ,270,"2,322","$1,231 ",Online
Kohl's,1185732,2021-04-11,West,Wyoming,Cheyenne,Women's Street Footwear,$28.00 ,145,406,$187 ,Online
Kohl's,1189833,2021-03-12,West,California,Los Angeles,Women's Apparel,$45.00 ,700,"31,500","$6,300 ",Outlet
Kohl's,1185732,2021-08-11,West,Wyoming,Cheyenne,Men's Apparel,$50.00 ,500,"25,000","$7,500 ",In-store
Foot Locker,1185732,2021-11-04,Northeast,Connecticut,Hartford,Men's Apparel,$60.00 ,68,408,$180 ,Online
Sports Direct,1185732,2021-09-13,Northeast,Massachusetts,Boston,Men's Apparel,$55.00 ,125,"6,875","$1,719 ",In-store
Foot Locker,1185732,2021-08-07,Northeast,Rhode Island,Providence,Women's Apparel,$52.00 ,87,452,$244 ,Online
Sports Direct,1128299,2021-05-14,Southeast,Georgia,Atlanta,Women's Apparel,$53.00 ,124,657,$204 ,Outlet
Walmart,1128299,2021-10-17,Southeast,Florida,Orlando,Men's Athletic Footwear,$59.00 ,144,850,$323 ,Online
Amazon,1185732,2021-10-22,West,Alaska,Anchorage,Women's Street Footwear,$59.00 ,46,271,$109 ,Online
Sports Direct,1185732,2021-09-15,Midwest,Michigan,Detroit,Men's Apparel,$45.00 ,475,"21,375","$8,550 ",In-store
Sports Direct,1197831,2021-09-24,South,Texas,Dallas,Women's Street Footwear,$46.00 ,273,"1,256",$691 ,Online
Walmart,1128299,2021-10-17,Southeast,Florida,Orlando,Women's Athletic Footwear,$51.00 ,113,576,$236 ,Online
West Gear,1128299,2021-01-25,West,California,San Francisco,Men's Athletic Footwear,$56.00 ,268,"1,501",$420 ,Online
Amazon,1185732,2021-12-13,Northeast,Massachusetts,Boston,Women's Athletic Footwear,$55.00 ,300,"16,500","$4,125 ",In-store
Sports Direct,1197831,2021-08-27,South,Texas,Dallas,Men's Apparel,$29.00 ,96,278,$103 ,Outlet
Sports Direct,1185732,2021-01-17,Northeast,Rhode Island,Providence,Men's Apparel,$39.00 ,47,183,$59 ,Outlet
Amazon,1185732,2021-12-17,Northeast,Maine,Portland,Women's Street Footwear,$52.00 ,68,354,$177 ,Online
Kohl's,1185732,2021-10-12,West,Wyoming,Cheyenne,Women's Street Footwear,$45.00 ,500,"22,500","$7,875 ",In-store
Foot Locker,1128299,2021-11-24,Southeast,Virginia,Richmond,Men's Athletic Footwear,$47.00 ,169,794,$389 ,Online
West Gear,1128299,2021-09-18,South,Louisiana,New Orleans,Men's Apparel,$55.00 ,275,"15,125","$6,806 ",Online
Kohl's,1185732,2021-03-06,Northeast,New Jersey,Newark,Women's Athletic Footwear,$27.00 ,22,59,$31 ,Online
Foot Locker,1185732,2021-02-18,South,Mississippi,Jackson,Men's Apparel,$40.00 ,400,"16,000","$5,600 ",Online
Kohl's,1189833,2021-02-26,Midwest,Montana,Billings,Men's Street Footwear,$40.00 ,575,"23,000","$10,350 ",Outlet
West Gear,1128299,2021-01-23,West,California,San Francisco,Women's Apparel,$76.00 ,181,"1,376",$344 ,Online
Walmart,1128299,2021-04-17,Southeast,Florida,Orlando,Men's Apparel,$47.00 ,60,282,$62 ,Outlet
Sports Direct,1185732,2021-08-14,Northeast,Massachusetts,Boston,Men's Apparel,$40.00 ,51,204,$55 ,Outlet
Foot Locker,1128299,2021-04-24,Southeast,Virginia,Richmond,Women's Apparel,$64.00 ,78,499,$220 ,Online
Sports Direct,1185732,2021-12-05,Southeast,South Carolina,Charleston,Women's Athletic Footwear,$59.00 ,194,"1,145",$515 ,Online
West Gear,1185732,2021-08-10,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,$41.00 ,87,357,$193 ,Online
West Gear,1128299,2021-01-10,Northeast,Maine,Portland,Men's Street Footwear,$35.00 ,375,"13,125","$3,281 ",Outlet
Kohl's,1128299,2021-07-25,West,New Mexico,Albuquerque,Men's Athletic Footwear,$56.00 ,180,"1,008",$544 ,Online
Foot Locker,1128299,2021-07-22,West,Arizona,Phoenix,Men's Athletic Footwear,$50.00 ,142,710,$362 ,Online
Sports Direct,1185732,2021-01-19,Southeast,Virginia,Richmond,Men's Athletic Footwear,$28.00 ,187,524,$246 ,Outlet
Walmart,1197831,2021-10-21,South,Arkansas,Little Rock,Men's Athletic Footwear,$14.00 ,132,185,$74 ,Outlet
Amazon,1185732,2021-10-12,Northeast,Vermont,Burlington,Men's Athletic Footwear,$44.00 ,99,436,$213 ,Outlet
West Gear,1185732,2021-02-10,Northeast,New York,Albany,Women's Apparel,$42.00 ,182,764,$489 ,Online
Kohl's,1128299,2021-12-22,West,Arizona,Phoenix,Women's Street Footwear,$45.00 ,425,"19,125","$6,694 ",Online
Kohl's,1185732,2021-02-08,Northeast,New Jersey,Newark,Men's Apparel,$45.00 ,175,"7,875","$2,363 ",In-store
Sports Direct,1185732,2021-03-08,Midwest,North Dakota,Fargo,Men's Street Footwear,$30.00 ,495,"14,850","$5,198 ",Online
Foot Locker,1185732,2021-10-08,Northeast,Rhode Island,Providence,Men's Apparel,$60.00 ,75,"4,500","$1,350 ",In-store
